Location,NER Tag,Sentence ID,Sentence,Document ID,Document
New Orleans,CITY,1,"There is a house down in New Orleans They call the rising sun And a house down in New Orleans 's been the ruin of many poor girl And me, oh God, me 'm one.",485,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Bob_Dylan_House_Of_The_Rising_Sun.txt"")"
New Orleans,CITY,2,"me mother was a tailor My mother sowed these new blue jeans me sweetheart was a gambler, Lord Down in New Orleans.",485,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Bob_Dylan_House_Of_The_Rising_Sun.txt"")"
New Orleans,CITY,5,Oh tell me baby sister Not to do what me have done But shun that house in New Orleans They call the rising sun.,485,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Bob_Dylan_House_Of_The_Rising_Sun.txt"")"
New Orleans,CITY,6,Well it 's one foot on the platform And the other foot on the train me 'm going back to New Orleans To wear that ball and chain.,485,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Bob_Dylan_House_Of_The_Rising_Sun.txt"")"
New Orleans,CITY,7,me 'm going back to New Orleans me race is almost run me 'm going back to end me life Down in the rising sun.,485,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Bob_Dylan_House_Of_The_Rising_Sun.txt"")"
New Orleans,CITY,8,"There is a house in New Orleans They call the rising sun a house in New Orleans 's been the ruin of many poor girl And me, oh God, me 'm one.",485,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Bob_Dylan_House_Of_The_Rising_Sun.txt"")"
New Orleans,CITY,8,"There is a house in New Orleans They call the rising sun a house in New Orleans 's been the ruin of many poor girl And me, oh God, me 'm one.",485,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Bob_Dylan_House_Of_The_Rising_Sun.txt"")"
Blitzen,LOCATION,2,"We 'll be snackin' on deer, eatin' Blitzen and Donner Not a question of when, not even a maybe Have a drunk Mrs. Claus' saying,"" Jinglin' Baby!""",505,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Bob_Rivers_Jingle_Bells.txt"")"
White mountains,LOCATION,1,Out on those trails Out' neath that sky Rivers of old Still rushing by Eagles still soar White mountains loom Down in those valleys West of the Moon West of the stars Far from the chase Far from the crowds Far from the pace Horses run free Winter comes soon Out by those mountains West of the Moon And everywhere Everywhere Wild things are free Free in the wind and the sun Everywhere Everywhere As sky Rivers should be Left on their own while they run Out by those mountains West of the Moon,529,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Bob_Seger_West_Of_The_Moon.txt"")"
Moon      West,LOCATION,1,Out on those trails Out' neath that sky Rivers of old Still rushing by Eagles still soar White mountains loom Down in those valleys West of the Moon West of the stars Far from the chase Far from the crowds Far from the pace Horses run free Winter comes soon Out by those mountains West of the Moon And everywhere Everywhere Wild things are free Free in the wind and the sun Everywhere Everywhere As sky Rivers should be Left on their own while they run Out by those mountains West of the Moon,529,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Bob_Seger_West_Of_The_Moon.txt"")"
America,COUNTRY,1,"America the beautiful Oh, beautiful for spacious skies For amber waves of grain For purple mountain 's majesties Above the fruited plain America, America God shed America God 's grace on thee And crown thy 's good with brotherhood From sea to shining sea Oh, beautiful for patriot dream That sees beyond the years Thine alabaster cities gleam Undimmed by human tears America, America God shed America God 's grace on America And crown thy 's good with brotherhood From sea to shining sea",532,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Bon_Jovi_America_The_Beautiful.txt"")"
America,COUNTRY,1,"America the beautiful Oh, beautiful for spacious skies For amber waves of grain For purple mountain 's majesties Above the fruited plain America, America God shed America God 's grace on thee And crown thy 's good with brotherhood From sea to shining sea Oh, beautiful for patriot dream That sees beyond the years Thine alabaster cities gleam Undimmed by human tears America, America God shed America God 's grace on America And crown thy 's good with brotherhood From sea to shining sea",532,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Bon_Jovi_America_The_Beautiful.txt"")"
America,COUNTRY,1,"America the beautiful Oh, beautiful for spacious skies For amber waves of grain For purple mountain 's majesties Above the fruited plain America, America God shed America God 's grace on thee And crown thy 's good with brotherhood From sea to shining sea Oh, beautiful for patriot dream That sees beyond the years Thine alabaster cities gleam Undimmed by human tears America, America God shed America God 's grace on America And crown thy 's good with brotherhood From sea to shining sea",532,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Bon_Jovi_America_The_Beautiful.txt"")"
America,COUNTRY,1,"America the beautiful Oh, beautiful for spacious skies For amber waves of grain For purple mountain 's majesties Above the fruited plain America, America God shed America God 's grace on thee And crown thy 's good with brotherhood From sea to shining sea Oh, beautiful for patriot dream That sees beyond the years Thine alabaster cities gleam Undimmed by human tears America, America God shed America God 's grace on America And crown thy 's good with brotherhood From sea to shining sea",532,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Bon_Jovi_America_The_Beautiful.txt"")"
America,COUNTRY,1,"America the beautiful Oh, beautiful for spacious skies For amber waves of grain For purple mountain 's majesties Above the fruited plain America, America God shed America God 's grace on thee And crown thy 's good with brotherhood From sea to shining sea Oh, beautiful for patriot dream That sees beyond the years Thine alabaster cities gleam Undimmed by human tears America, America God shed America God 's grace on America And crown thy 's good with brotherhood From sea to shining sea",532,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Bon_Jovi_America_The_Beautiful.txt"")"
America,COUNTRY,1,"America the beautiful Oh, beautiful for spacious skies For amber waves of grain For purple mountain 's majesties Above the fruited plain America, America God shed America God 's grace on thee And crown thy 's good with brotherhood From sea to shining sea Oh, beautiful for patriot dream That sees beyond the years Thine alabaster cities gleam Undimmed by human tears America, America God shed America God 's grace on America And crown thy 's good with brotherhood From sea to shining sea",532,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Bon_Jovi_America_The_Beautiful.txt"")"
America,COUNTRY,1,"America the beautiful Oh, beautiful for spacious skies For amber waves of grain For purple mountain 's majesties Above the fruited plain America, America God shed America God 's grace on thee And crown thy 's good with brotherhood From sea to shining sea Oh, beautiful for patriot dream That sees beyond the years Thine alabaster cities gleam Undimmed by human tears America, America God shed America God 's grace on America And crown thy 's good with brotherhood From sea to shining sea",532,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Bon_Jovi_America_The_Beautiful.txt"")"
America,COUNTRY,1,"America the beautiful Oh, beautiful for spacious skies For amber waves of grain For purple mountain 's majesties Above the fruited plain America, America God shed America God 's grace on thee And crown thy 's good with brotherhood From sea to shining sea Oh, beautiful for patriot dream That sees beyond the years Thine alabaster cities gleam Undimmed by human tears America, America God shed America God 's grace on America And crown thy 's good with brotherhood From sea to shining sea",532,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Bon_Jovi_America_The_Beautiful.txt"")"
America,LOCATION,2,"America 's all love tragedy, it loves Unrequited too it 's a marriage made in Hollywood Between greed and you All you need to be a star is to die in open view it 's a marriage made in Hollywood Between greed and you Between greed and you Between greed and you Like a free- fall chute that did n't open Jimmy looked down to see Jimmy 's dream was broken Jimmy stared back up at a hot grey sky Reran Jimmy 's life and then Jimmy died Well if you jump off a building, brother beware!",574,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Bonnie_Raitt_Marriage_Made_In_Hollywood.txt"")"
Hollywood   Between,LOCATION,2,"America 's all love tragedy, it loves Unrequited too it 's a marriage made in Hollywood Between greed and you All you need to be a star is to die in open view it 's a marriage made in Hollywood Between greed and you Between greed and you Between greed and you Like a free- fall chute that did n't open Jimmy looked down to see Jimmy 's dream was broken Jimmy stared back up at a hot grey sky Reran Jimmy 's life and then Jimmy died Well if you jump off a building, brother beware!",574,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Bonnie_Raitt_Marriage_Made_In_Hollywood.txt"")"
Hollywood   Between,LOCATION,2,"America 's all love tragedy, it loves Unrequited too it 's a marriage made in Hollywood Between greed and you All you need to be a star is to die in open view it 's a marriage made in Hollywood Between greed and you Between greed and you Between greed and you Like a free- fall chute that did n't open Jimmy looked down to see Jimmy 's dream was broken Jimmy stared back up at a hot grey sky Reran Jimmy 's life and then Jimmy died Well if you jump off a building, brother beware!",574,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Bonnie_Raitt_Marriage_Made_In_Hollywood.txt"")"
America,COUNTRY,3,"'Cause my friend Jimmy woke up mid-air No time to smile, no time to wave America 's buried Jimmy in a media grave Unrequited all love tragedy, it loves Reran too it 's a marriage made in Hollywood Between greed and Jimmy And all Jimmy need to be a star is to die in open view it 's a marriage made in Hollywood Between greed and Jimmy Between greed and Jimmy Between greed and Jimmy",574,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Bonnie_Raitt_Marriage_Made_In_Hollywood.txt"")"
Hollywood,CITY,3,"'Cause my friend Jimmy woke up mid-air No time to smile, no time to wave America 's buried Jimmy in a media grave Unrequited all love tragedy, it loves Reran too it 's a marriage made in Hollywood Between greed and Jimmy And all Jimmy need to be a star is to die in open view it 's a marriage made in Hollywood Between greed and Jimmy Between greed and Jimmy Between greed and Jimmy",574,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Bonnie_Raitt_Marriage_Made_In_Hollywood.txt"")"
Between,LOCATION,3,"'Cause my friend Jimmy woke up mid-air No time to smile, no time to wave America 's buried Jimmy in a media grave Unrequited all love tragedy, it loves Reran too it 's a marriage made in Hollywood Between greed and Jimmy And all Jimmy need to be a star is to die in open view it 's a marriage made in Hollywood Between greed and Jimmy Between greed and Jimmy Between greed and Jimmy",574,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Bonnie_Raitt_Marriage_Made_In_Hollywood.txt"")"
Hollywood,CITY,3,"'Cause my friend Jimmy woke up mid-air No time to smile, no time to wave America 's buried Jimmy in a media grave Unrequited all love tragedy, it loves Reran too it 's a marriage made in Hollywood Between greed and Jimmy And all Jimmy need to be a star is to die in open view it 's a marriage made in Hollywood Between greed and Jimmy Between greed and Jimmy Between greed and Jimmy",574,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Bonnie_Raitt_Marriage_Made_In_Hollywood.txt"")"
Between,LOCATION,3,"'Cause my friend Jimmy woke up mid-air No time to smile, no time to wave America 's buried Jimmy in a media grave Unrequited all love tragedy, it loves Reran too it 's a marriage made in Hollywood Between greed and Jimmy And all Jimmy need to be a star is to die in open view it 's a marriage made in Hollywood Between greed and Jimmy Between greed and Jimmy Between greed and Jimmy",574,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Bonnie_Raitt_Marriage_Made_In_Hollywood.txt"")"
Santa,CITY,1,"Oh yeah yeah ... Last night I took a walk in the snow, Couples holdin hands, places to go, Seems like everyone but I is in love Santa can you hear I?",616,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Britney_Spears_My_Only_Wish.txt"")"
Santa,CITY,3,"I want I 's baby, baby I want someone to love I, someone to hold, Maybe maybe, He 'll be all I 's own in a big red bow Santa can you hear I?",616,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Britney_Spears_My_Only_Wish.txt"")"
Santa,CITY,4,"I have been so good this year And all I want is one thing, Tell I I 's true love is here He 's all I want, just for I Underneath I 's christmas tree I 'll be waiting here Santa that 's I 's only wish this year Yeahh ... Christmas eve, I just ca n't sleep Would I be wrong for takin a peek 'cause I heard that you 're comin to town Santa can you hear I?",616,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Britney_Spears_My_Only_Wish.txt"")"
Santa,CITY,4,"I have been so good this year And all I want is one thing, Tell I I 's true love is here He 's all I want, just for I Underneath I 's christmas tree I 'll be waiting here Santa that 's I 's only wish this year Yeahh ... Christmas eve, I just ca n't sleep Would I be wrong for takin a peek 'cause I heard that you 're comin to town Santa can you hear I?",616,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Britney_Spears_My_Only_Wish.txt"")"
Santa,CITY,5,"I really hope that you 're on you way With something special for I in you sleigh Oh please make I 's wish come true, Santa can you hear I?",616,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Britney_Spears_My_Only_Wish.txt"")"
Santa,CITY,8,Santa can I hear I?,616,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Britney_Spears_My_Only_Wish.txt"")"
Santa,CITY,9,"I have been so good this year And all I want is one thing Tell I I 's true love is near He 's all I want, just for I Underneath I 's christmas tree I 'll be waiting here, Santa that 's I 's only wish this year Ahh ahh ahh Oh santa, can I hear I..",616,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Britney_Spears_My_Only_Wish.txt"")"
Santa,CITY,12,"Oh santa, well He 's all I want Just for I, underneath I 's christmas tree I 'll be waiting here, Santa that 's I 's only wish this year Santa that 's I 's only wish this year.",616,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Britney_Spears_My_Only_Wish.txt"")"
Santa,CITY,12,"Oh santa, well He 's all I want Just for I, underneath I 's christmas tree I 'll be waiting here, Santa that 's I 's only wish this year Santa that 's I 's only wish this year.",616,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Britney_Spears_My_Only_Wish.txt"")"
